,rotten_tomatoes_link,movie_title,year_of_release,year_of_streaming_release,tomatometer_status,audience_status,genre_list
9315,m/lazer_team,Lazer Team,2016,2017,Fresh,Upright,"['Comedy', 'Science Fiction & Fantasy']"
9316,m/lazy_eye,Lazy Eye,2016,2016,Fresh,Spilled,['Comedy']
9317,m/lazy_susan,Lazy Susan,2020,2020,Rotten,Spilled,['Comedy']
9318,m/lbj,LBJ,2017,2018,Rotten,Spilled,['Drama']
9319,m/le-code-a-change-change-of-plans,Change of Plans (Le Code a Changé),2010,2017,Rotten,Spilled,"['Art House & International', 'Comedy']"
9320,m/le-declin-de-lempire-americain,The Decline of the American Empire (Le Déclin de l'Empire Américain),1986,2017,Fresh,Upright,"['Art House & International', 'Comedy', 'Drama']"
9321,m/le-feu-follet-a-time-to-live-and-a-time-to-die-the-fire-within,Le Feu follet (A Time to Live and a Time to Die) (The Fire Within),1963,2018,Fresh,Upright,"['Art House & International', 'Drama']"
9322,m/le-sel-de-la-mer-salt-of-this-sea,Salt of This Sea (Milh Hadha al-Bahr),2010,2011,Rotten,Upright,"['Drama', 'Romance']"
9323,m/le_amiche,Le amiche,1955,2016,Fresh,Upright,"['Art House & International', 'Drama']"
9324,m/le_cercle_rouge,Le Cercle Rouge,1970,2016,Certified-Fresh,Upright,"['Art House & International', 'Drama', 'Mystery & Suspense']"
9325,m/le_deuxieme_souffle,Le Deuxième souffle (Second Breath),1966,,,Upright,"['Art House & International', 'Drama']"
9326,m/le_doulos,Le Doulos,1962,2019,Fresh,Upright,"['Art House & International', 'Drama']"
9327,m/le_havre_2011,Le Havre,2011,2016,Certified-Fresh,Upright,"['Comedy', 'Drama']"
9328,m/le_jour_se_leve,Le Jour se lève (Daybreak),,2016,Fresh,Upright,"['Art House & International', 'Classics', 'Drama']"
9329,m/le_mans,Le Mans,1971,2020,Fresh,Upright,"['Action & Adventure', 'Classics', 'Drama']"
9330,m/le_nom_des_gens_2011,Le nom des gens (The Names of Love),2011,2016,Certified-Fresh,Upright,"['Art House & International', 'Comedy']"
9331,m/le_passe,Le passé (The Past),2013,2014,Certified-Fresh,Upright,['Drama']
9332,m/le_petit_lieutenant,Le Petit Lieutenant,2006,2018,Certified-Fresh,Upright,"['Art House & International', 'Drama']"
9333,m/le_samourai,Le samouraï,,2016,Fresh,Upright,"['Drama', 'Mystery & Suspense']"
9334,m/le_week_end,Le Week-End,2014,2016,Certified-Fresh,Spilled,['Drama']
9335,m/league_of_extraordinary_gentlemen,The League of Extraordinary Gentlemen,2003,2015,Rotten,Spilled,"['Action & Adventure', 'Science Fiction & Fantasy']"
9336,m/league_of_their_own,A League of Their Own,1992,2012,Certified-Fresh,Upright,"['Comedy', 'Drama', 'Sports & Fitness']"
9337,m/lean_on_me,Lean on Me,1989,2008,Fresh,Upright,['Drama']
9338,m/lean_on_pete,Lean on Pete,2018,2018,Certified-Fresh,Upright,['Drama']
9339,m/leap,Leap!,2017,2017,Rotten,Upright,"['Action & Adventure', 'Animation', 'Drama', 'Kids & Family']"
9340,m/leap_year_2010,Leap Year,2010,2014,Rotten,Spilled,"['Comedy', 'Romance']"
9341,m/leap_year_2011,Leap Year (Año bisiesto),2011,2017,Fresh,Spilled,"['Art House & International', 'Drama']"
9342,m/learning_to_drive,Learning To Drive,2015,2016,Fresh,Spilled,"['Drama', 'Romance']"
9343,m/least_among_saints,Least Among Saints,2012,2016,Rotten,Upright,['Drama']
9344,m/leatherface_2017,Leatherface,2017,2017,Rotten,Spilled,"['Horror', 'Mystery & Suspense']"
9345,m/leatherface_the_texas_chainsaw_massacre_3,Leatherface: The Texas Chainsaw Massacre III,1990,2016,Rotten,Spilled,['Horror']
9346,m/leatherheads,Leatherheads,2008,2016,Rotten,Spilled,"['Comedy', 'Romance']"
9347,m/leave_her_to_heaven,Leave Her to Heaven,1945,2018,Fresh,Upright,"['Classics', 'Drama', 'Mystery & Suspense']"
9348,m/leave_it_on_the_floor,Leave it on the Floor,2013,2016,Fresh,Upright,['Musical & Performing Arts']
9349,m/leave_it_to_beaver,Leave It to Beaver,1997,2016,Rotten,Spilled,"['Comedy', 'Kids & Family', 'Television']"
9350,m/leave_no_trace,Leave No Trace,2018,2018,Certified-Fresh,Upright,['Drama']
9351,m/leave_the_world_behind,Leave The World Behind,2014,2017,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
9352,m/leaving_home_coming_home_a_portrait_of_robert_frank,"Leaving Home, Coming Home: A Portrait of Robert Frank",2019,2019,Fresh,,['Documentary']
9353,m/leaving_las_vegas,Leaving Las Vegas,1995,2017,Certified-Fresh,Upright,"['Drama', 'Romance']"
9354,m/lebanon-2010,Lebanon (Levanon),2010,2012,Certified-Fresh,Upright,"['Art House & International', 'Drama']"
9355,m/lebanon_pa,"Lebanon, Pa.",2011,2019,Rotten,Spilled,"['Comedy', 'Drama']"
9356,m/leclisse,L'Eclisse,1962,2017,Fresh,Upright,"['Art House & International', 'Drama']"
9357,m/lee_daniels_the_butler,Lee Daniels' The Butler,2013,2016,Fresh,Upright,['Drama']
9358,m/left_behind_2014,Left Behind,2014,2014,Rotten,Spilled,['Mystery & Suspense']
9359,m/left_behind_the_movie,Left Behind: The Movie,2001,,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Faith & Spirituality']"
9360,m/left_on_purpose,Left on Purpose,2017,2017,Fresh,Upright,"['Documentary', 'Drama']"
9361,m/legacy_black_ops,Legacy: Black Ops,,2016,Fresh,Spilled,"['Drama', 'Mystery & Suspense']"
9362,m/legacy_of_lies_2020,Legacy of Lies,,2020,Fresh,Upright,"['Action & Adventure', 'Mystery & Suspense']"
9363,m/legal_eagles,Legal Eagles,1986,2016,Rotten,Spilled,"['Comedy', 'Drama', 'Mystery & Suspense']"
9364,m/legally_blonde,Legally Blonde,2001,2016,Fresh,Upright,['Comedy']
9365,m/legally_blonde_2_red_white_and_blonde,"Legally Blonde 2 - Red, White & Blonde",2003,2017,Rotten,Spilled,['Comedy']
9366,m/legend_2015,Legend,2015,2016,Fresh,Spilled,"['Art House & International', 'Mystery & Suspense', 'Special Interest']"
9367,m/legend_of_1900,The Legend of 1900 (La leggenda del pianista sull'oceano),1999,2017,Rotten,Upright,"['Art House & International', 'Drama']"
9368,m/legend_of_bagger_vance,The Legend of Bagger Vance,2000,2017,Rotten,Upright,"['Drama', 'Science Fiction & Fantasy']"
9369,m/legend_of_billie_jean,The Legend of Billie Jean,1985,2014,Rotten,Upright,"['Action & Adventure', 'Drama']"
9370,m/legend_of_drunken_master,The Legend of Drunken Master (Jui kuen II) (Drunken Fist II),,2017,Certified-Fresh,Upright,"['Action & Adventure', 'Art House & International', 'Comedy']"
9371,m/legend_of_hell_house,The Legend of Hell House,1973,2015,Fresh,Spilled,"['Art House & International', 'Classics', 'Horror']"
9372,m/legend_of_johnny_lingo,The Legend of Johnny Lingo,,2017,Rotten,Upright,"['Action & Adventure', 'Drama', 'Kids & Family']"
9373,m/legend_of_rita,Die Stille nach dem Schuß (The Legend of Rita) (The Legends of Rita),2000,2019,Fresh,Upright,"['Art House & International', 'Drama']"
9374,m/legend_of_the_demon_cat,Legend Of The Demon Cat (Kûkai),2019,2019,Fresh,Spilled,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']"
9375,m/legend_of_the_fist_the_return_of_chen_zhen,Legend of the Fist: The Return of Chen Zhen,2011,2016,Rotten,Spilled,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense']"
9376,m/legend_of_the_guardians,Legend of the Guardians: The Owls of Ga'Hoole,2010,2014,Rotten,Upright,"['Action & Adventure', 'Animation', 'Science Fiction & Fantasy']"
9377,m/legend_of_the_mountain,Legend of the Mountain,2001,2018,Fresh,,"['Art House & International', 'Drama', 'Science Fiction & Fantasy']"
9378,m/legend_of_zorro,The Legend of Zorro,,2012,Rotten,Spilled,"['Action & Adventure', 'Drama']"
9379,m/legendary,Legendary,2010,2016,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Kids & Family']"
9380,m/legends_of_oz_dorothys_return,Legends of Oz: Dorothy's Return,2014,2015,Rotten,Upright,"['Animation', 'Kids & Family', 'Musical & Performing Arts']"
9381,m/legends_of_the_fall,Legends of the Fall,1994,2012,Rotten,Upright,"['Drama', 'Western', 'Romance']"
9382,m/legion_2010,Legion,2010,2012,Rotten,Spilled,"['Action & Adventure', 'Horror', 'Mystery & Suspense']"
9383,m/legion_of_brothers,Legion of Brothers,2017,2017,Fresh,Upright,['Documentary']
9384,m/legionnaire,Legionnaire,1998,1999,Rotten,Spilled,['Action & Adventure']
9385,m/lemony_snicket,Lemony Snicket's A Series of Unfortunate Events,2004,2014,Fresh,Upright,"['Action & Adventure', 'Comedy', 'Kids & Family']"
9386,m/lemora_a_childs_tale_of_the_supernatural,Lemora - A Child's Tale of the Supernatural,,2013,Fresh,Spilled,"['Classics', 'Drama', 'Horror']"
9387,m/len_and_company,Len and Company,2016,2016,Fresh,Spilled,['Drama']
9388,m/lenfant_2006,L'Enfant,2006,2016,Certified-Fresh,Upright,"['Art House & International', 'Drama']"
9389,m/lenfant_den_haut,Sister,2012,2017,Certified-Fresh,Upright,['Drama']
9390,m/lenfer-dhenrigeorges-clouzot,L'Enfer d'Henri-Georges Clouzot (Henri-George Clouzot's Inferno),2010,2018,Fresh,Upright,"['Art House & International', 'Documentary', 'Television']"
9391,m/lenny,Lenny,1974,2017,Fresh,Upright,"['Classics', 'Drama']"
9392,m/leon_the_professional,Léon: The Professional,1994,2013,Certified-Fresh,Upright,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
9393,m/leonard-part-6,Leonard Part 6,1987,2012,Rotten,Spilled,"['Comedy', 'Mystery & Suspense']"
9394,m/leonard_cohen_im_your_man,Leonard Cohen: I'm Your Man,,2016,Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
9395,m/leonie_2011,Leonie,2013,,Rotten,Spilled,['Drama']
9396,m/leprechaun,Leprechaun,1993,2016,Rotten,Spilled,"['Comedy', 'Horror', 'Science Fiction & Fantasy']"
9397,m/leprechaun-in-the-hood,Leprechaun in the Hood,2000,2015,Rotten,Spilled,['Horror']
9398,m/leprechaun_2,Leprechaun 2,1994,2016,Rotten,Spilled,"['Comedy', 'Horror']"
9399,m/leprechaun_3,Leprechaun 3,,2016,Rotten,Spilled,['Horror']
9400,m/leprechaun_4_in_space,Leprechaun 4: In Space,1997,2016,Rotten,Spilled,"['Horror', 'Science Fiction & Fantasy']"
9401,m/leprechaun_back_2_tha_hood,Leprechaun: Back 2 tha Hood,2003,2016,Rotten,Spilled,"['Action & Adventure', 'Horror']"
9402,m/leprechaun_origins,Leprechaun: Origins,2014,2015,Rotten,Spilled,['Horror']
9403,m/leprechaun_returns,Leprechaun Returns,2018,2018,Rotten,Spilled,"['Horror', 'Science Fiction & Fantasy']"
9404,m/leroy_and_stitch,Leroy & Stitch,,2015,Rotten,Spilled,"['Animation', 'Kids & Family', 'Television']"
9405,m/les-plages-dagnes,Les Plages d'Agnès (The Beaches of Agnes),2008,2017,Certified-Fresh,Upright,"['Art House & International', 'Documentary', 'Musical & Performing Arts']"
9406,m/les_amours_imaginaires,Heartbeats,2011,2017,Certified-Fresh,Upright,"['Art House & International', 'Drama', 'Romance']"
9407,m/les_aventures_de_pinocchio,The Adventures of Pinocchio (Les aventures de Pinocchio),1996,2016,Rotten,Spilled,"['Kids & Family', 'Science Fiction & Fantasy']"
9408,m/les_femmes_de_lombre,Les femmes de l'ombre,2008,2016,Fresh,Upright,"['Action & Adventure', 'Drama']"
9409,m/les_femmes_du_6e_etage_2011,Les femmes du 6e étage (The Women on the 6th Floor),2011,2016,Fresh,Upright,"['Comedy', 'Drama']"
9410,m/les_girls,Les Girls,1957,2009,Fresh,Upright,"['Classics', 'Comedy', 'Musical & Performing Arts']"
9411,m/les_miserables_2012,Les Misérables,2012,2014,Fresh,Upright,"['Drama', 'Musical & Performing Arts', 'Romance']"
9412,m/lesbian_vampire_killers,Lesbian Vampire Killers,2009,2016,Rotten,Spilled,"['Action & Adventure', 'Comedy', 'Horror']"
9413,m/leslie_jones_time_machine,Leslie Jones: Time Machine,2020,,Fresh,Spilled,['Comedy']
9414,m/less_than_zero,Less Than Zero,1987,2016,Rotten,Upright,['Drama']
9415,m/lessons_of_darkness_1995,Lessons of Darkness,1995,2017,Fresh,Upright,"['Art House & International', 'Documentary']"
9416,m/let_fury_have_the_hour_2013,Let Fury Have The Hour,2012,2017,Rotten,Upright,"['Documentary', 'Special Interest']"
9417,m/let_him_have_it,Let Him Have It,1991,2014,Fresh,Upright,"['Drama', 'Mystery & Suspense']"
9418,m/let_it_rain,Let it Rain (Parlez-moi de la pluie),2010,2017,Certified-Fresh,Spilled,"['Comedy', 'Drama']"
9419,m/let_it_ride,Let It Ride,1989,2016,Rotten,Upright,['Comedy']
9420,m/let_it_snow_2019,Let It Snow,,2019,Fresh,Spilled,"['Comedy', 'Drama', 'Romance']"
9421,m/let_me_in,Let Me In,2010,2016,Certified-Fresh,Upright,"['Drama', 'Horror', 'Science Fiction & Fantasy', 'Romance']"
9422,m/let_my_people_go_2011,Let My People Go!,2013,2017,Rotten,Spilled,['Comedy']
9423,m/let_the_bullets_fly,Let the Bullets Fly,2012,2016,Fresh,Upright,"['Action & Adventure', 'Comedy']"
9424,m/let_the_devil_wear_black,Let the Devil Wear Black,1999,2015,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
9425,m/let_the_fire_burn_2013,Let The Fire Burn,2013,2016,Certified-Fresh,Upright,"['Documentary', 'Special Interest']"
9426,m/let_the_right_one_in,Let the Right One In,2008,2017,Certified-Fresh,Upright,"['Art House & International', 'Drama', 'Horror']"
9427,m/let_the_sunshine_in,Let the Sunshine In (Un beau soleil intérieur),2018,2018,Certified-Fresh,Spilled,"['Art House & International', 'Drama', 'Romance']"
9428,m/let_there_be_light_2017_2,Let There Be Light,2017,2018,Rotten,Upright,['Drama']
9429,m/let_us_prey,Let Us Prey,,2016,Fresh,Spilled,['Horror']
9430,m/lethal_weapon,Lethal Weapon,1987,2008,Certified-Fresh,Upright,"['Action & Adventure', 'Drama']"
9431,m/lethal_weapon_2,Lethal Weapon 2,1989,2008,Certified-Fresh,Upright,"['Action & Adventure', 'Drama']"
9432,m/lethal_weapon_3,Lethal Weapon 3,1992,2008,Fresh,Upright,['Action & Adventure']
9433,m/lethal_weapon_4,Lethal Weapon 4,1998,2008,Rotten,Upright,['Action & Adventure']
9434,m/lets_be_cops,Let's Be Cops,2014,2016,Rotten,Spilled,"['Action & Adventure', 'Comedy']"
9435,m/lets_be_evil,Let's Be Evil,2016,2016,Rotten,Spilled,['Horror']
9436,m/lets_do_it_again,Let's Do It Again,1975,2016,Fresh,Upright,"['Classics', 'Comedy']"
9437,m/lets_get_lost_1989,Let's Get Lost,1989,2016,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
9438,m/lets_go_to_prison,Let's Go to Prison,2006,2012,Rotten,Spilled,['Comedy']
9439,m/lets_kill_wards_wife_2015,Let's Kill Ward's Wife,2015,2014,Rotten,Spilled,['Comedy']
9440,m/lets_make_love,Let's Make Love,1960,2015,Fresh,Upright,"['Classics', 'Comedy', 'Musical & Performing Arts', 'Romance']"
9441,m/lets_scare_jessica_to_death,Let's Scare Jessica to Death,1971,2017,Rotten,Spilled,"['Classics', 'Horror', 'Mystery & Suspense']"
9442,m/lets_talk_about_sex_1998,Let's Talk About Sex,1998,2009,Rotten,Spilled,"['Comedy', 'Drama']"
9443,m/letter_from_an_unknown_woman,Letter From an Unknown Woman,1948,2017,Fresh,Upright,"['Drama', 'Romance']"
9444,m/letter_to_three_wives,A Letter to Three Wives,1949,2015,Fresh,Upright,"['Classics', 'Comedy', 'Drama', 'Mystery & Suspense', 'Romance']"
9445,m/letters_from_baghdad,Letters From Baghdad,2017,2019,Fresh,Upright,['Documentary']
9446,m/letters_from_iwo_jima,Letters from Iwo Jima,2006,2008,Certified-Fresh,Upright,['Drama']
9447,m/letters_to_god,Letters To God,2010,2017,Rotten,Upright,"['Drama', 'Kids & Family', 'Faith & Spirituality']"
9448,m/letters_to_juliet,Letters to Juliet,2010,2015,Rotten,Upright,"['Comedy', 'Drama', 'Romance']"
9449,m/levantando_a_papa,Levantando a pápa,2007,2016,Rotten,Spilled,"['Comedy', 'Drama']"
9450,m/level_16,Level 16,2019,2019,Fresh,Upright,"['Mystery & Suspense', 'Science Fiction & Fantasy']"
9451,m/level_five,Level Five,2014,2016,Fresh,Spilled,"['Documentary', 'Drama', 'Romance']"
9452,m/leviafan,Leviathan,2014,2016,Certified-Fresh,Upright,['Drama']
9453,m/leviathan,Leviathan,1989,2017,Rotten,Spilled,"['Action & Adventure', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
9454,m/leviathan_2012,Leviathan,2013,2016,Certified-Fresh,Spilled,"['Documentary', 'Special Interest']"
9455,m/levitated_mass_the_story_of_michael_heizers_monolithic_sculpture_2013,Levitated Mass: The Story of Michael Heizer's Monolithic Sculpture,2014,,Fresh,Upright,"['Documentary', 'Special Interest']"
9456,m/lez_bomb,Lez Bomb,2018,2018,Fresh,Upright,"['Comedy', 'Drama']"
9457,m/lfe_happens,L!fe Happens,2012,2014,Rotten,Spilled,['Comedy']
9458,m/lfo_the_movie,LFO: The Movie,,2016,Fresh,Upright,"['Drama', 'Science Fiction & Fantasy']"
9459,m/liam_gallagher_as_it_was,Liam Gallagher: As It Was,,2019,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
9460,m/lianna_2001,Lianna,1983,2017,Fresh,Upright,"['Drama', 'Gay & Lesbian']"
9461,m/libeled_lady,Libeled Lady,1936,2013,Fresh,Upright,"['Classics', 'Comedy']"
9462,m/liberal_arts,Liberal Arts,2012,2016,Fresh,Upright,"['Comedy', 'Drama']"
9463,m/libertine,The Libertine,2006,2016,Rotten,Spilled,['Drama']
9464,m/liberty_heights,Liberty Heights,1999,2009,Certified-Fresh,Upright,"['Comedy', 'Drama']"
9465,m/liberty_kid,Liberty Kid,2008,2017,Fresh,Upright,"['Art House & International', 'Drama']"
9466,m/liberty_stands_still,Liberty Stands Still,2002,2016,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
9467,m/librarian_quest_for_the_spear,The Librarian: Quest for the Spear,2004,2016,Fresh,Spilled,"['Action & Adventure', 'Comedy', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Television']"
9468,m/licence_to_kill,Licence To Kill,1989,2016,Certified-Fresh,Upright,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
9469,m/license_to_drive,License to Drive,1988,2015,Rotten,Upright,['Comedy']
9470,m/lickerish_quartet,The Lickerish Quartet,1970,2019,Fresh,Spilled,"['Classics', 'Comedy', 'Drama', 'Romance']"
9471,m/lies_and_alibis,Lies & Alibis,2006,2014,Rotten,Spilled,"['Comedy', 'Drama']"
9472,m/life-of-pi,Life of Pi,2012,2014,Certified-Fresh,Upright,"['Action & Adventure', 'Drama']"
9473,m/life_2014,Life,2015,2016,Fresh,Spilled,['Drama']
9474,m/life_2017,Life,2017,2017,Fresh,Spilled,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']"
9475,m/life_2_0,Life 2,2011,2016,Fresh,Spilled,"['Documentary', 'Special Interest']"
9476,m/life_above_all_2010,"Life, Above All",2011,2013,Certified-Fresh,Upright,"['Art House & International', 'Drama']"
9477,m/life_after_beth,Life After Beth,2014,2016,Rotten,Spilled,['Comedy']
9478,m/life_after_flash,Life After Flash,,2019,Fresh,Upright,['Documentary']
9479,m/life_and_death_of_colonel_blimp,The Life and Death of Colonel Blimp,1943,2017,Fresh,Upright,"['Classics', 'Drama']"
9480,m/life_and_times_of_judge_roy_bean,The Life and Times of Judge Roy Bean,1972,2017,Fresh,Upright,"['Classics', 'Comedy', 'Western']"
9481,m/life_animated,"Life, Animated",2016,2016,Certified-Fresh,Upright,['Documentary']
9482,m/life_aquatic,The Life Aquatic with Steve Zissou,2004,2015,Rotten,Upright,"['Action & Adventure', 'Comedy', 'Drama']"
9483,m/life_as_a_house,Life as a House,2001,2011,Rotten,Upright,['Drama']
9484,m/life_before_her_eyes,The Life Before Her Eyes,2007,2016,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
9485,m/life_during_wartime,Life During Wartime,1997,2012,Rotten,Spilled,"['Comedy', 'Drama']"
9486,m/life_in_a_metro,Life in a... Metro,2007,2018,Rotten,Upright,"['Art House & International', 'Drama']"
9487,m/life_inside_out_2013,Life Inside Out,2014,2017,Fresh,Upright,['Drama']
9488,m/life_is_hot_in_cracktown,Life Is Hot in Cracktown,2009,2009,Rotten,Spilled,['Drama']
9489,m/life_itself,Life Itself,2014,2016,Certified-Fresh,Upright,"['Documentary', 'Special Interest', 'Television']"
9490,m/life_less_ordinary,A Life Less Ordinary,1997,2015,Rotten,Spilled,"['Comedy', 'Drama', 'Science Fiction & Fantasy', 'Romance']"
9491,m/life_of_a_king_2013,Life of a King,2014,2016,Rotten,Upright,['Drama']
9492,m/life_of_crime_2013,Life Of Crime,2014,2016,Fresh,Spilled,"['Comedy', 'Drama']"
9493,m/life_of_david_gale,The Life of David Gale,2003,2015,Rotten,Upright,"['Drama', 'Mystery & Suspense']"
9494,m/life_of_emile_zola,The Life of Emile Zola,1937,2015,Fresh,Upright,"['Classics', 'Drama']"
9495,m/life_of_riley,Life of Riley,2014,2017,Fresh,Spilled,['Drama']
9496,m/life_of_the_party_2018,Life of the Party,2018,2018,Rotten,Spilled,['Comedy']
9497,m/life_on_the_line_2016,Life on the Line,2016,2015,Rotten,Spilled,"['Action & Adventure', 'Drama']"
9498,m/life_or_something_like_it,Life or Something Like It,2002,2015,Rotten,Spilled,"['Comedy', 'Romance']"
